mote_id,time_window,label,PDR,control_msg_rate,parent_change_rate,rank_change_rate,hop_count,pdr_drop,control_msg_rate_norm,cmr_spike,topology_instability,hop_pdr_pressure,risk_composite,anomaly,anomaly_prob,intent,trust_score,cluster,is_outlier,is_safe_cluster
1,21,0,1.0,7.2,0.0,0.0222,3,0.0,-0.11529535575207545,0.9999986111130402,0.0111,0.0,0.06332991666678241,0,0.006332766563630963,Normal,0.9534,0,False,False
1,22,0,1.0,7.2,0.0,0.0222,3,0.0,-0.11529535575207545,0.9999986111130402,0.0111,0.0,0.06332991666678241,0,0.006332766563630963,Normal,0.9534,0,False,False
1,23,0,1.0,7.2,0.0,0.0222,3,0.0,-0.11529535575207545,0.9999986111130402,0.0111,0.0,0.06332991666678241,0,0.006332766563630963,Normal,0.9534,0,False,False
1,24,0,1.0,7.2,0.0,0.0222,3,0.0,-0.11529535575207545,0.9999986111130402,0.0111,0.0,0.06332991666678241,0,0.006332766563630963,Normal,0.9534,0,False,False
1,25,0,1.0,7.8333,0.0,0.033,3,0.0,-3.60392026517232e-05,1.0569671749575975,0.0165,0.0,0.06836803049745584,0,0.31247337402829967,Normal,0.7171,0,False,False
1,26,0,0.9818,9.1667,0.0,0.0273,3,0.018199999999999994,0.24264005851880976,1.1363663598764133,0.01365,0.07279999999999998,0.07955698159258479,0,0.2430472995345566,Normal,0.7641,0,False,False
1,27,0,1.0,6.5,0.0,0.0741,3,0.0,-0.242693937126774,0.8297861747410535,0.03705,0.0,0.06090217048446321,0,0.33914292966831744,Normal,0.691,0,False,False
1,28,0,0.9722,7.2,0.0,0.0222,3,0.027800000000000047,-0.11529535575207545,0.9446037977445835,0.0111,0.11120000000000019,0.07112622786467501,0,0.08237200760588739,Normal,0.8826,0,False,False
1,29,0,1.0,7.2,0.0,0.0222,3,0.0,-0.11529535575207545,1.0334913394861158,0.0111,0.0,0.06533948036916695,0,0.09290662549521989,Normal,0.887,0,False,False
1,30,0,0.8571,7.0,0.0,0.0229,3,0.14290000000000003,-0.15169495043056078,0.9813070355508848,0.01145,0.5716000000000001,0.11947342213305309,0,0.271676104362322,Normal,0.696,0,False,False
1,31,0,0.8889,5.4,0.0,0.0333,3,0.11109999999999998,-0.44289170785844306,0.8265293471489584,0.01665,0.4443999999999999,0.0990267608289375,0,0.43533409893295677,Normal,0.5883,0,False,False
1,32,0,0.9444,4.5,0.0,0.0139,3,0.05559999999999998,-0.6066898839116269,0.7988151500322782,0.00695,0.22239999999999993,0.07225390900193669,0,0.4036890389691958,Normal,0.6317,0,False,False
1,33,0,1.0,4.5,0.0,0.0139,3,0.0,-0.6066898839116269,0.9374980468790691,0.00695,0.0,0.05833488281274415,1,0.6620065324904958,Traffic Attraction,0.4515,0,False,False
1,34,0,1.0,4.5,0.0,0.0139,3,0.0,-0.6066898839116269,0.9999977777827161,0.00695,0.0,0.06208486666696296,1,0.9659847702378284,Traffic Attraction,0.0,0,False,False
1,35,0,0.9444,4.5,0.0,0.0139,3,0.05559999999999998,-0.6066898839116269,0.9999977777827161,0.00695,0.22239999999999993,0.08432486666696296,1,0.6159325888725664,Traffic Attraction,0.4733,0,False,False
1,36,0,0.9444,4.5,0.0,0.0139,3,0.05559999999999998,-0.6066898839116269,0.9999977777827161,0.00695,0.22239999999999993,0.08432486666696296,1,0.6159325888725664,Traffic Attraction,0.4733,0,False,False
1,37,0,1.0,4.5,0.0,0.0139,3,0.0,-0.6066898839116269,0.9999977777827161,0.00695,0.0,0.06208486666696296,1,0.9659847702378284,Traffic Attraction,0.0,0,False,False
1,38,0,1.0,6.0,0.0,0.0185,3,0.0,-0.33369292382298726,1.1999976000048,0.00925,0.0,0.07477485600028799,1,0.7267172329676461,Flooding,0.4014,0,False,False
1,39,0,1.0,6.3333,0.0,0.0175,3,0.0,-0.27303299929129143,1.1287071541994365,0.00875,0.0,0.07034742925196619,1,0.5769396702420119,Flooding,0.5164,0,False,False
1,40,0,1.0,6.0,0.0,0.0185,3,0.0,-0.33369292382298726,0.981818360330611,0.00925,0.0,0.06168410161983666,1,0.9669405645950498,Stealth/Mixed-Attack,0.0,0,False,False
1,41,0,1.0,5.6667,0.0,0.0196,3,0.0,-0.39435284835468304,0.9444484259192901,0.0098,0.0,0.0596069055551574,1,0.6154424737369865,Stealth/Mixed-Attack,0.4867,0,False,False
1,42,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,1.8202208332364236,0.0278,0.0,0.11755324999418541,0,0.22229450737734793,Normal,0.7825,0,False,False
1,43,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,1.2959980300829943,0.0278,0.0,0.08609988180497966,0,0.12022437822219376,Normal,0.8603,0,False,False
1,44,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,45,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,46,0,1.0,19.0,0.0,0.0526,3,0.0,2.032280730278557,1.0363630710746885,0.0263,0.0,0.07007178426448131,0,0.001434493254939521,Normal,0.9513,0,False,False
1,47,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.981817646281284,0.0278,0.0,0.06724905877687704,0,0.0012796205088696558,Normal,0.9508,0,False,False
1,48,0,1.0,17.0,0.0,0.0588,3,0.0,1.668284783493704,0.9444439197533779,0.0294,0.0,0.06548663518520267,0,0.053176023847631516,Normal,0.9107,0,False,False
1,49,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,1.0188673478109351,0.0278,0.0,0.0694720408686561,0,0.04553469734314372,Normal,0.9171,0,False,False
1,50,0,1.0,19.0,0.0,0.0526,3,0.0,2.032280730278557,1.0555549691361283,0.0263,0.0,0.07122329814816769,0,0.04437178660543172,Normal,0.9186,0,False,False
1,51,0,1.0,17.0,0.0,0.0588,3,0.0,1.668284783493704,0.9444439197533779,0.0294,0.0,0.06548663518520267,0,0.053176023847631516,Normal,0.9107,0,False,False
1,52,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,53,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,1.0188673478109351,0.0278,0.0,0.0694720408686561,0,0.04553469734314372,Normal,0.9171,0,False,False
1,54,0,0.9444,18.0,0.0,0.0556,3,0.05559999999999998,1.8502827568861304,0.9999994444447531,0.0278,0.22239999999999993,0.09057996666668518,0,0.0752725355825163,Normal,0.8693,0,False,False
1,55,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,56,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,57,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,58,0,1.0,18.0,0.0,0.0556,3,0.0,1.8502827568861304,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9508,0,False,False
1,59,0,0.9444,18.0,0.0,0.0556,3,0.05559999999999998,1.8502827568861304,0.9999994444447531,0.0278,0.22239999999999993,0.09057996666668518,0,0.0752725355825163,Normal,0.8693,0,False,False
1,60,0,1.0,9.0,0.0,0.1111,3,0.0,0.21230099635429217,0.5999996000002666,0.05555,0.0,0.052664976000015996,0,0.10994465942209089,Normal,0.8583,0,False,False
2,0,0,1.0,16.0,2.0,0.0627,2,0.0,0.5355417294256323,1.1162782909686342,1.03135,0.0,0.366976697458118,0,0.14894264286679543,Normal,0.7761,0,False,False
2,1,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.2558130773397134,0.0278,0.0,0.08368878464038279,0,0.10707045182952057,Normal,0.859,0,False,False
2,2,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.0384609393494582,0.0278,0.0,0.07064765636096748,0,0.12091600154174223,Normal,0.8486,0,False,False
2,3,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,4,0,1.0,17.6667,0.0,0.0566,2,0.0,0.7882906026386941,0.9875783376404711,0.0283,0.0,0.06774470025842826,0,0.2630845638362026,Normal,0.7416,0,False,False
2,5,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.0062099926714372,0.0278,0.0,0.06871259956028622,0,0.15044840611701843,Normal,0.8264,0,False,False
2,6,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.0062099926714372,0.0278,0.0,0.06871259956028622,0,0.15044840611701843,Normal,0.8264,0,False,False
2,7,0,0.9753,16.2,0.0,0.0689,2,0.024700000000000055,0.5658709876260356,0.9310339476816392,0.03445,0.07410000000000017,0.07607703686089837,0,0.12557979934675695,Normal,0.8322,0,False,False
2,8,0,0.9556,18.0,0.0,0.0556,2,0.044399999999999995,0.8388343114296666,1.0344821640907103,0.0278,0.13319999999999999,0.08816892984544261,0,0.015340079057096775,Normal,0.9071,0,False,False
2,9,0,0.9222,18.0,0.0,0.0556,2,0.07779999999999998,0.8388343114296666,1.0344821640907103,0.0278,0.23339999999999994,0.10152892984544261,0,0.1533264847987059,Normal,0.7918,0,False,False
2,10,0,0.8352,18.2,0.0,0.055,2,0.16479999999999995,0.8691635696300699,1.0073795162105998,0.0275,0.49439999999999984,0.134612770972636,0,0.07736701094817376,Normal,0.808,0,False,False
2,11,0,0.9889,18.0,0.0,0.0556,2,0.011099999999999999,0.8388343114296666,0.996309411636857,0.0278,0.033299999999999996,0.07255856469821141,0,0.04058202006149911,Normal,0.9038,0,False,False
2,12,0,0.9,18.0,0.0,0.0556,2,0.09999999999999998,0.8388343114296666,0.996309411636857,0.0278,0.29999999999999993,0.10811856469821142,0,0.08626342181552474,Normal,0.8304,0,False,False
2,13,0,0.9213,17.8,0.0,0.0562,2,0.07869999999999999,0.8085050532292632,0.9925645022874523,0.0281,0.23609999999999998,0.09946387013724714,0,0.12609532089598596,Normal,0.811,0,False,False
2,14,0,0.9663,17.8,0.0,0.0562,2,0.03369999999999995,0.8085050532292632,0.9962680991036759,0.0281,0.10109999999999986,0.08168608594622054,0,0.08642235069786966,Normal,0.8595,0,False,False
2,15,0,0.8539,17.8,0.0,0.0562,2,0.1461,0.8085050532292632,0.9999994382025629,0.0281,0.4383,0.12686996629215377,0,0.13776239310673818,Normal,0.7741,0,False,False
2,16,0,0.8989,17.8,0.2,0.0563,2,0.10109999999999997,0.8085050532292632,0.9999994382025629,0.12815000000000001,0.3032999999999999,0.13888496629215377,0,0.16815705611131626,Normal,0.7664,0,False,False
2,17,0,0.8989,17.8,0.2,0.0562,2,0.10109999999999997,0.8085050532292632,0.9999994382025629,0.1281,0.3032999999999999,0.13886996629215376,0,0.15606725128368942,Normal,0.775,0,False,False
2,18,0,0.9775,17.8,0.0,0.0562,2,0.022499999999999964,0.8085050532292632,0.9999994382025629,0.0281,0.0674999999999999,0.07742996629215376,0,0.08026032673605844,Normal,0.869,0,False,False
2,19,0,0.9444,18.0,0.0,0.0556,2,0.05559999999999998,0.8388343114296666,1.0074621226891105,0.0278,0.16679999999999995,0.09102772736134662,0,0.053807627675693616,Normal,0.8737,0,False,False
2,20,0,0.9889,18.0,0.0,0.0556,2,0.011099999999999999,0.8388343114296666,1.0037169124255134,0.0278,0.033299999999999996,0.0730030147455308,0,0.04031184090224291,Normal,0.904,0,False,False
2,21,0,0.9667,18.0,0.0,0.0556,2,0.033299999999999996,0.8388343114296666,0.9999994444447531,0.0278,0.09989999999999999,0.08165996666668518,0,0.06816497474660695,Normal,0.8733,0,False,False
2,22,0,0.9451,18.2,0.0,0.055,2,0.05489999999999995,0.8691635696300699,1.0073795162105998,0.0275,0.16469999999999985,0.09065277097263597,0,0.03483069415936234,Normal,0.888,0,False,False
2,23,0,0.978,18.2,0.0,0.055,2,0.02200000000000002,0.8691635696300699,1.003675917090487,0.0275,0.06600000000000006,0.07727055502542923,0,0.08838976423584484,Normal,0.8634,0,False,False
2,24,0,0.9886,17.6,0.0,0.0569,2,0.011399999999999966,0.7781757950288599,0.9777772345682031,0.02845,0.0341999999999999,0.07176163407409217,0,0.3080723066982614,Normal,0.7036,0,False,False
2,25,0,0.9902,17.0,0.0,0.061,2,0.009800000000000031,0.6871880204276495,0.9659085420974194,0.0305,0.029400000000000093,0.07102451252584517,0,0.2568450642605974,Normal,0.7419,0,False,False
2,26,0,0.9907,17.8333,0.0,0.0561,2,0.009299999999999975,0.8135548747196305,1.0203414507527941,0.02805,0.027899999999999925,0.07335548704516764,0,0.11407579175713362,Normal,0.8496,0,False,False
2,27,0,0.9783,15.3333,0.0,0.1025,2,0.021700000000000053,0.4344391472145874,0.9169421984295137,0.05125,0.06510000000000016,0.07907153190577085,0,0.1685191712964935,Normal,0.7962,0,False,False
2,28,0,0.956,18.2,0.0,0.055,2,0.04400000000000004,0.8691635696300699,1.062946897625949,0.0275,0.13200000000000012,0.08962681385755697,0,0.13748332000522812,Normal,0.8176,0,False,False
2,29,0,0.9663,17.8,0.0,0.0563,2,0.03369999999999995,0.8085050532292632,1.0402598078090788,0.02815,0.10109999999999986,0.0843405884685447,0,0.06971100337848252,Normal,0.8718,0,False,False
2,30,0,0.9778,18.0,0.0,0.0556,2,0.022199999999999998,0.8388343114296666,0.9999994444447531,0.0278,0.06659999999999999,0.07721996666668518,0,0.069300399384934,Normal,0.8774,0,False,False
2,31,0,0.963,16.2,0.0,0.0667,2,0.03700000000000003,0.5658709876260356,0.9346148454145123,0.03335,0.1110000000000001,0.08088189072487074,0,0.08337397796782672,Normal,0.8584,0,False,False
2,32,0,0.9444,18.0,0.0,0.0556,2,0.05559999999999998,0.8388343114296666,1.0344821640907103,0.0278,0.16679999999999995,0.09264892984544261,0,0.02383328580081697,Normal,0.8956,0,False,False
2,33,0,0.9859,17.75,0.0,0.0564,2,0.014100000000000001,0.8009227386791623,1.0250234696688336,0.0282,0.042300000000000004,0.07560140818013002,0,0.1409709617283935,Normal,0.8274,0,False,False
2,34,0,0.9863,18.25,0.0,0.0548,2,0.013700000000000045,0.8767458841801709,1.013888325617597,0.0274,0.041100000000000136,0.07453329953705584,1,0.5636295222330792,Stealth/Mixed-Attack,0.5124,0,False,False
2,35,0,0.9861,18.0,0.0,0.0556,2,0.013900000000000023,0.8388343114296666,0.9999994444447531,0.0278,0.04170000000000007,0.07389996666668519,0,0.0697476329791269,Normal,0.8808,0,False,False
2,36,0,0.9577,17.75,0.0,0.0564,2,0.042300000000000004,0.8009227386791623,0.9861105632719093,0.0282,0.1269,0.08454663379631455,0,0.2566580261591371,Normal,0.7305,0,False,False
2,37,0,0.9385,16.25,0.0,0.0633,2,0.0615,0.5734533021761365,0.9374994591349275,0.03165,0.1845,0.09034496754809565,0,0.13033979976840815,Normal,0.814,0,False,False
2,38,0,0.9815,18.0,0.0,0.0556,2,0.01849999999999996,0.8388343114296666,1.0384609393494582,0.0278,0.05549999999999988,0.07804765636096747,0,0.09804603352249101,Normal,0.8577,0,False,False
2,39,0,0.9434,17.6667,0.0,0.0566,2,0.056599999999999984,0.7882906026386941,1.0208674544795098,0.0283,0.16979999999999995,0.09238204726877057,0,0.2423556843377653,Normal,0.7355,0,False,False
2,40,0,0.9818,18.3333,0.0,0.0546,2,0.018199999999999994,0.889378020220639,1.0185161008243886,0.0273,0.05459999999999998,0.07658096604946331,0,0.45366096238544384,Normal,0.5931,0,False,False
2,41,0,0.9,10.0,0.0,0.2778,2,0.09999999999999998,-0.37433601658647064,0.6521734877129428,0.1389,0.29999999999999993,0.12080040926277656,0,0.4329725340025658,Normal,0.5554,0,False,False
2,42,0,1.0,19.0,0.0,0.0526,2,0.0,0.9904806024316838,1.2042254369172842,0.0263,0.0,0.08014352621503704,0,0.14497211864997078,Normal,0.831,0,False,False
2,43,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.1489354368497213,0.0278,0.0,0.07727612621098327,0,0.14637574630204425,Normal,0.8294,0,False,False
2,44,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.981817646281284,0.0278,0.0,0.06724905877687704,0,0.06354537525659353,Normal,0.8917,0,False,False
2,45,0,0.9444,18.0,0.0,0.0556,2,0.05559999999999998,0.8388343114296666,0.9999994444447531,0.0278,0.16679999999999995,0.09057996666668518,0,0.01408808452283516,Normal,0.9027,0,False,False
2,46,0,1.0,17.0,0.0,0.0588,2,0.0,0.6871880204276495,0.9622636062658833,0.0294,0.0,0.06655581637595298,0,0.13048039129072933,Normal,0.8408,0,False,False
2,47,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.0188673478109351,0.0278,0.0,0.0694720408686561,0,0.14124927182775407,Normal,0.8333,0,False,False
2,48,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,1.0188673478109351,0.0278,0.0,0.0694720408686561,0,0.14124927182775407,Normal,0.8333,0,False,False
2,49,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,50,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,51,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,52,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,53,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,54,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,55,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,56,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.06309597463646031,Normal,0.892,0,False,False
2,57,0,1.0,19.0,0.0,0.0526,2,0.0,0.9904806024316838,1.0363630710746885,0.0263,0.0,0.07007178426448131,0,0.13269733946264986,Normal,0.8402,0,False,False
2,58,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.981817646281284,0.0278,0.0,0.06724905877687704,0,0.06354537525659353,Normal,0.8917,0,False,False
2,59,0,1.0,18.0,0.0,0.0556,2,0.0,0.8388343114296666,0.981817646281284,0.0278,0.0,0.06724905877687704,0,0.06354537525659353,Normal,0.8917,0,False,False
2,60,0,1.0,9.0,0.0,0.1111,2,0.0,-0.5259823075884879,0.5999996000002666,0.05555,0.0,0.052664976000015996,0,0.08574669050909016,Normal,0.8652,0,False,False
3,0,0,0.9778,15.0,2.3333,0.0669,2,0.022199999999999998,0.8163592805845544,1.0714278061229956,1.2001,0.06659999999999999,0.37316566836737974,0,0.23503910924805563,Normal,0.6985,0,False,False
3,1,0,1.0,17.6667,0.0,0.0566,2,0.0,1.3923013799007546,1.2720004665592908,0.0283,0.0,0.08481002799355744,0,0.07229932326941749,Normal,0.8849,0,False,False
3,2,0,1.0,18.3333,0.0,0.0546,2,0.0,1.536270706560739,1.078428777394837,0.0273,0.0,0.0728957266436902,0,0.15022974375887854,Normal,0.8267,0,False,False
3,3,0,1.0,18.3333,0.0,0.0546,2,0.0,1.536270706560739,1.0122681602618504,0.0273,0.0,0.06892608961571102,0,0.013270938136534538,Normal,0.9297,0,False,False
3,4,0,1.0,17.6667,0.0,0.0566,2,0.0,1.3923013799007546,0.9754620230344798,0.0283,0.0,0.0670177213820688,0,0.05029641734218069,Normal,0.9015,0,False,False
3,5,0,1.0,18.3333,0.0,0.0546,2,0.0,1.536270706560739,1.0122681602618504,0.0273,0.0,0.06892608961571102,0,0.013270938136534538,Normal,0.9297,0,False,False
3,6,0,1.0,18.0,0.0,0.0556,2,0.0,1.4642860432307467,0.9999994444447531,0.0278,0.0,0.06833996666668518,0,0.001359350730945014,Normal,0.9384,0,False,False
3,7,0,1.0,11.0,5.2,0.0327,2,0.0,-0.04754306961036867,0.6971831476889541,2.61635,0.0,0.3418309888613372,0,0.2367792636599999,Normal,0.6449,0,False,False
3,8,0,0.9815,10.8,7.2,0.0333,2,0.01849999999999996,-0.09073818712011468,0.8140697381383885,3.61665,0.05549999999999988,0.3562441842883033,0,0.16597827056241168,Normal,0.6328,0,False,False
3,9,0,1.0,11.0,7.2,0.0327,2,0.0,-0.04754306961036867,1.0060966407652678,3.61635,0.0,0.36036579844591604,0,0.007923195571446705,Normal,0.7339,0,False,False
3,10,0,1.0,10.4,7.2,0.0346,2,0.0,-0.17712842213960706,0.9689431966367733,3.6173,0.0,0.3581365917982064,0,0.11313465578421152,Normal,0.6714,0,False,False
3,11,0,0.9818,11.0,7.4,0.0327,2,0.018199999999999994,-0.04754306961036867,1.0185175754466895,3.7163500000000003,0.05459999999999998,0.3683910545268013,0,0.03476007472621352,Normal,0.7041,0,False,False
3,12,0,1.0,10.6,7.2,0.034,2,0.0,-0.13393330462986106,0.9937490683602485,3.617,0.0,0.3596249441016149,0,0.10522624327684385,Normal,0.6762,0,False,False
3,13,0,1.0,10.8,7.2,0.0333,2,0.0,-0.09073818712011468,0.9999990740749313,3.61665,0.0,0.35999994444449585,0,0.014385693682622165,Normal,0.73,0,False,False
3,14,0,1.0,10.8,7.2,0.0333,2,0.0,-0.09073818712011468,1.0062102426612647,3.61665,0.0,0.36037261455967584,0,0.007322904342236353,Normal,0.7341,0,False,False
3,15,0,1.0,11.0,7.2,0.0327,2,0.0,-0.04754306961036867,1.0122690071144107,3.61635,0.0,0.36073614042686464,0,0.02032920903559439,Normal,0.7266,0,False,False
3,16,0,1.0,10.8,7.0,0.0333,2,0.0,-0.09073818712011468,0.9938641160759668,3.51665,0.0,0.35963184696455797,0,0.03758353242991314,Normal,0.7218,0,False,False
3,17,0,1.0,10.6,7.4,0.034,2,0.0,-0.13393330462986106,0.9814805727031736,3.717,0.0,0.35888883436219043,0,0.09576631999169131,Normal,0.6765,0,False,False
3,18,0,1.0,10.8,7.4,0.0333,2,0.0,-0.09073818712011468,1.0062102426612647,3.71665,0.0,0.36037261455967584,0,0.03841678261534173,Normal,0.7103,0,False,False
3,19,0,1.0,11.0,7.2,0.0327,2,0.0,-0.04754306961036867,1.0185175754466895,3.61635,0.0,0.36111105452680137,0,0.027163064654439826,Normal,0.7225,0,False,False
3,20,0,1.0,11.0,7.2,0.0327,2,0.0,-0.04754306961036867,1.0060966407652678,3.61635,0.0,0.36036579844591604,0,0.007923195571446705,Normal,0.7339,0,False,False
3,21,0,1.0,10.8,7.2,0.0333,2,0.0,-0.09073818712011468,0.9878039745695354,3.61665,0.0,0.3592682384741721,0,0.030900393022512768,Normal,0.7202,0,False,False
